target_id,enemy_id,enemy_archetype,specific_focus,unique_cue,avoid_repeat_note,composition_summary_token,depth_archetype
Soldier76,Wuyang,救助・回復でキルタイミングを遅らせる敵,ウーヤンの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ウーヤンが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらウーヤンの次の回復・救助タイミングを狙う。,ウーヤンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ソルジャー76→ウーヤン:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Soldier76,Zenyatta,長射線で先に体力差を作る敵,ゼニヤッタの正面射線を避け、味方が視線を引いた瞬間に中距離継続火力を差し込む。,ゼニヤッタの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ゼニヤッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ソルジャー76→ゼニヤッタ:長射線で先に体力差を作る敵,支援線を切ると崩れるサポート
Soldier76,Mizuki,救助・回復でキルタイミングを遅らせる敵,ミズキの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ミズキが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらミズキの次の回復・救助タイミングを狙う。,ミズキへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソルジャー76のメイン射撃とヘリックス・ロケットとスプリントの使い道を混同しない。,ソルジャー76→ミズキ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Sojourn,D.Va,ダイブ経路と帰り道で勝負する機動敵,D.Vaのダイブ経路ではなく帰り道に照準を置き、レールガンを硬直後へ残す。,D.Vaがダイブした直後より、離脱方向が決まった瞬間を狙う。,D.Vaへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→D.Va:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sojourn,Winston,ダイブ経路と帰り道で勝負する機動敵,ウィンストンのダイブ経路ではなく帰り道に照準を置き、レールガンを硬直後へ残す。,ウィンストンがダイブした直後より、離脱方向が決まった瞬間を狙う。,ウィンストンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ウィンストン:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sojourn,Doomfist,ダイブ経路と帰り道で勝負する機動敵,ドゥームフィストのダイブ経路ではなく帰り道に照準を置き、レールガンを硬直後へ残す。,ドゥームフィストがダイブした直後より、離脱方向が決まった瞬間を狙う。,ドゥームフィストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ドゥームフィスト:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sojourn,Hazard,ダイブ経路と帰り道で勝負する機動敵,ハザードのダイブ経路ではなく帰り道に照準を置き、レールガンを硬直後へ残す。,ハザードがダイブした直後より、離脱方向が決まった瞬間を狙う。,ハザードへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ハザード:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sojourn,Wrecking Ball,ダイブ経路と帰り道で勝負する機動敵,レッキング・ボールのダイブ経路ではなく帰り道に照準を置き、レールガンを硬直後へ残す。,レッキング・ボールがダイブした直後より、離脱方向が決まった瞬間を狙う。,レッキング・ボールへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→レッキング・ボール:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Sojourn,Zarya,正面時間を長くする高耐久敵,ザリアを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ザリアが防御を使った直後は、背後のダメージかサポートへ切り替える。,ザリアへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ザリア:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sojourn,Junker Queen,正面時間を長くする高耐久敵,ジャンカー・クイーンを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ジャンカー・クイーンが防御を使った直後は、背後のダメージかサポートへ切り替える。,ジャンカー・クイーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ジャンカー・クイーン:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sojourn,Domina,正面時間を長くする高耐久敵,ドミナを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ドミナが防御を使った直後は、背後のダメージかサポートへ切り替える。,ドミナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→ドミナ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Sojourn,Mauga,正面時間を長くする高耐久敵,マウガを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,マウガが防御を使った直後は、背後のダメージかサポートへ切り替える。,マウガへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、ソジョーンのレールガンとディスラプター・ショットとパワー・スライドの使い道を混同しない。,ソジョーン→マウガ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
